index,distance,x1,y1,x2,y2
61,4016.577896667759,3324,-4977,5941,-8024
62,15733.70893972556,-2861,6334,-1847,-9367
63,7758.382370056273,2349,6211,9830,8267
64,11602.133683077436,-9969,-5118,-4744,5241
65,10237.369290984867,-1736,-3380,8415,-2053
66,4020.070273017625,8073,8844,4936,6330
67,10427.879554348525,3968,-303,8832,-9527
68,8787.718702826121,-1875,5287,6245,1927
69,16704.098449183064,-8917,9978,1295,-3241
70,2344.1441935171138,-992,6529,-3048,7655
71,20021.303903592292,-6031,7609,7350,-7284
72,10210.531132120404,-8321,-6871,1590,-4416
73,12322.608043754373,5720,7773,107,-3197
74,3441.834539892933,1010,-2947,-2415,-2607
75,13055.040788906022,-9837,1137,3142,2544
76,6079.179714402265,-8032,3324,-7427,9373
77,14460.996680727092,-764,-7266,616,7129
78,15786.217057927463,-617,-8454,-174,7326
79,2312.4056737519045,7689,-4787,7861,-7093
80,2931.4762492641826,6309,-5722,9197,-6225
81,5878.570234334195,-4886,-1371,-344,-5103
82,13153.858293291743,-3933,7520,8735,3978
83,18556.239381943746,8670,1527,-7826,-6971
84,7143.962485903744,7980,2494,1370,5204
85,2060.6261184407035,8660,917,8798,-1139
86,11432.294607820426,5036,-6489,-5988,-9517
87,9054.144741498227,8463,8783,1819,2632
88,5874.698715678958,7411,-7255,1625,-6238
89,11325.437784032898,-4297,-242,2088,-9596
90,8537.360540588643,-1617,5137,5781,9398
91,8739.252427982614,1228,2052,-5110,8069
92,8748.88935808426,-3621,1753,4992,3289
93,11699.147874952261,-5327,6351,-3762,-5243
94,14494.852914051939,6155,-9426,3470,4818
95,9287.727655352519,-6940,1961,-9158,-7058
96,8059.028725597149,1199,8397,5769,1759
97,14028.990876039516,-7513,4576,6095,7987
98,11476.352425749219,-8044,-6459,-9497,4925
99,14278.13188060679,-1850,-3847,-6799,9546
100,11522.78928905671,4902,-7000,-426,3217
101,1449.0086266133821,-1549,6700,-2498,7795
102,11181.839920156253,5297,-6071,-5233,-9833
103,3110.81420210208,-2663,-9796,-5770,-9642
104,13196.908918379333,-6481,6041,-18,-5465
105,8161.40165657836,-5318,-1627,-1617,-8901
106,3468.6850534460464,-6020,7690,-2744,8830
107,16133.76137173226,8941,-2646,-7139,-1330
108,6169.020748870926,-1589,-6442,-7708,-5658
109,1942.0054067895899,-7368,2327,-6291,711
110,14382.270474441788,7732,-3481,-6470,-5751
111,13743.016553872007,7308,-4411,7906,9319
112,14910.934310096065,-111,-8357,1450,6472
113,2998.9426470007725,-8469,-7168,-8225,-4179
114,10305.344099058508,-8227,-996,662,-6210
115,14809.15274416467,-3952,-5414,8974,1813
116,2568.138041461167,-9880,230,-7993,-1512
117,5549.23355068067,-3485,5331,-8872,3999
118,9379.316073147338,3762,7837,-5135,4868
119,7391.963812140858,1905,3488,9253,4293
120,20249.7287142322,7172,-4589,-9071,7503
121,12384.590465574547,9996,7209,5412,-4296
122,16321.025948144314,-5332,-8239,5956,3549
123,17405.098477170417,5525,8358,7583,-8925
124,3668.314190469513,-955,5608,2293,3903
125,1803.5290405202795,-8302,-2551,-9643,-1345
126,11860.271202632763,2447,-4342,-2505,6435
127,13803.120299410564,-8538,7115,-8949,-6682
128,19108.388524415135,2688,-6380,-9668,8196
129,4073.746801164746,-4048,-272,-631,1946
130,16947.55445484687,-3548,6608,8731,-5073
131,6504.731354944645,-6494,4112,-1777,-367
132,12950.62407762653,-1347,-8845,9411,-1635
133,11018.53933150851,-3555,9246,7017,6141
134,18409.83606662482,8818,-1934,-9174,1966
135,17070.172143244483,9904,-5857,-7052,-7828
136,13835.366023347557,-8942,9678,-2105,-2350
137,11716.787614359151,-2610,6944,-1324,-4702
138,13700.49156052439,7714,-8328,-5921,-6990
139,12593.813878249908,-7070,5621,2712,-2311
140,17206.007846098408,241,7117,9950,-7088
141,17206.819839819327,-8539,-4283,4968,6377
142,4187.398834598873,-562,7873,-240,3698
143,18449.265378328753,659,7486,-6333,-9587
144,18383.457699790863,-5559,-9622,-1228,8244
145,14576.562008923778,-9977,-16,4487,-1824
146,11916.891289258285,9246,9955,-1,2438
147,9920.14541224069,-5268,4258,4458,6211
148,9922.118826137894,8641,910,-1280,1059
149,8542.016213986017,-1990,-7625,-4995,371
150,11215.749818893073,-8439,5067,-3859,-5171
151,5569.167352486366,-1805,-9302,-7305,-8427
152,6641.442764941967,-7921,-178,-1440,-1629
153,9068.465195390012,-1740,-3299,-1246,5756
154,4398.973061977079,193,1379,-4027,137
155,9501.580184369335,-7616,-9858,1885,-9753
156,4056.5163625948803,3041,1964,1990,-1954
157,9131.395566943751,602,2165,9730,2414
158,13832.225562070624,-6126,-4043,7574,-2135
159,3092.2810350936734,-6593,2314,-6504,-777
160,7636.93564199673,5462,1457,9357,-5112
161,16389.96357531035,-4890,-5007,9755,2352
162,6958.133729672059,3812,-621,8367,4639
163,13343.659543018925,-4307,9913,2530,-1546
164,11828.977851023308,-4842,3283,339,-7351
165,6571.0019022977,3953,-2539,-2552,-3468
166,7426.784297392782,3141,2173,4678,-5093
167,10644.32881867147,-6287,-2102,4203,-296
168,19228.580394818542,1793,-8892,-9559,6628
169,8866.990921389284,-276,-8298,6962,-3176
170,10930.381237633022,-2342,7097,853,-3356
171,14421.802522569778,-4878,-4752,9484,-3440
172,1789.4392976572299,8148,5460,9930,5623
173,10903.181049583649,-8319,3628,2182,6562
174,8275.361986040249,-2313,-6451,5807,-8047
175,11035.850125839876,-2182,-8124,3840,1124
176,18674.39490318227,6778,5331,-3922,-9974
177,20227.530373231428,9906,3573,-7731,-6331
178,4128.79946231347,-4895,8195,-4316,4107
179,17124.766158987397,-6973,5458,727,-9838
180,2823.785579678457,7250,5513,4449,5155
181,8741.474989954499,-4240,3204,2876,-1873
182,12059.457118792703,-7299,-7477,-7404,4582
183,12282.710327936584,7636,-1260,-4537,-2898
184,9628.199104713196,-2364,1895,3929,-5392
185,15497.41088053098,-9442,-4138,-2630,9782
186,14304.118148281634,-6093,-7691,4493,1929
187,4149.933131991406,-2440,3391,-2528,7540
188,11631.786320251933,-6658,5576,245,-3786
189,13636.778395207572,5972,-3419,-3218,6656
190,5139.402299878849,6192,7384,7792,2500
191,16937.650634016514,-8398,-5143,7130,1622
192,4950.133735567151,-3221,-3361,1179,-1093
193,2881.9703329493177,2261,6728,3953,9061
194,8717.617220318863,-8951,-2680,-876,605
195,5955.928559007403,2848,-8047,3174,-2100
196,6346.758621532727,5060,1133,2501,-4675
197,7722.616460759915,-4138,-3800,3583,-3642
198,10806.683117404711,8854,-6486,9234,4314
199,19591.345129929185,7965,-7212,-4515,7890
200,4930.182653817199,-7789,-6103,-3488,-8513
201,6827.994800818173,-6178,9401,-3686,3044
202,8544.117157436454,-7992,-182,465,-1399
203,7994.665346341897,-6142,4256,-6535,-3729
204,10012.77309240552,-2536,2990,-7536,-5685
205,4223.993607949709,2179,-8030,2020,-3809
206,17452.849194329276,-9691,2658,7737,1727
207,5628.800227401928,-4057,9163,-8001,5147
208,14140.438748497163,7878,-6830,5876,7168
209,13164.920736563514,7958,1680,-3059,-5527
210,3960.8899252566966,3094,-6062,3626,-9987
211,14066.862798790638,-5104,291,7801,5889
212,15195.247283279072,-9044,4905,5830,1797
213,13221.764481339093,8624,-5969,-4596,-6185
214,3128.1560063398374,6290,5992,8082,8556
215,9301.278030464417,6431,104,-1172,5462
216,12290.141252239537,2957,-5961,-9009,-3157
217,14408.636611421638,-7351,7333,6102,2173
218,10012.504182271286,7631,1740,-281,7876
219,20526.893627629095,8035,-9017,-7684,4184
220,13867.697033033279,3118,-4384,5779,9226
221,20407.938259412684,5344,-4947,-8718,9843
222,19129.603890305727,1771,-9245,-2926,9299
223,7367.228311923012,-7531,-1237,-7589,6130
224,15981.29046729331,-4015,-887,8206,9411
225,11095.210002519105,-1648,3292,8178,-1861
226,12194.293132445193,-3205,6808,8927,8039
227,11017.27116848814,483,2563,-8307,-4079
228,7886.7083120906655,-1895,4375,-8317,8953
229,7418.595891406944,-607,1224,4907,-3739
230,2325.356961844783,9204,-6038,8742,-8317
231,8601.60833797959,-5906,-3031,1279,-7760
232,8549.352841004984,7590,1273,8637,9758
233,19210.35606124988,1100,-8486,8984,9032
234,6954.430602141343,1076,-2477,-4736,1342
235,9971.095075266307,974,-204,-6922,-6293
236,9076.945356230806,2605,219,3629,9238
237,8820.707567990223,-8621,-6084,8,-7913
238,16043.433952866824,7177,-2155,-8866,-2273
239,14703.775841599327,-3576,4748,7704,-4684
240,10446.782901927272,2079,9820,-7729,6223
241,15692.168906814635,-7686,-74,4932,-9403
242,14666.180757102375,-3534,-8254,-8777,5443
243,12332.41797053603,1515,-3300,-9532,-8782
244,14637.065313784728,-8882,1969,5718,3010
245,7615.3335448948,8213,5040,637,4267
246,6744.54483267774,6687,3427,694,6521
247,16324.53368399845,7227,-7408,7359,8916
248,10314.400903591057,-4561,-9451,-90,-156
249,14344.682812805586,1650,-7285,9555,4685
250,12860.039346751626,-108,-168,9908,-8234
251,8130.879903183911,3822,1044,6860,8586
252,8348.166026140112,-1117,7329,-7043,1449
253,14751.164089657466,463,-6600,-7056,6091
254,5874.669182175282,1989,5867,7526,7830
255,15902.514581034033,8228,9590,1881,-4991
256,21940.85187498425,8121,-5212,-9013,8493
257,9436.438788017438,595,-5054,-8841,-4963
258,16580.058383491898,-5658,9862,-5702,-6718
259,13390.398239036806,9234,-3769,-2868,-9500
260,13391.024344687004,-888,4758,7349,-5800
261,1530.8994088443565,-1342,4212,-255,5290
262,9037.740923483036,-7404,2617,36,7748
263,3744.031116323688,-1066,4454,1954,2241
264,1881.2402823669283,5420,4270,3872,3201
265,18455.25832926757,7841,4502,-9383,-2126
266,2266.7355381693737,2775,-620,916,-1917
267,9097.382150926716,8080,9502,7051,463
268,16813.06396823613,9157,-2422,-7647,-2974
269,6029.992537308815,3989,-7637,2336,-1838
270,10028.382621340294,-2105,-8342,4858,-1125
271,7057.2859514122,-4962,-4271,1199,-7713
272,14245.450782618289,-1390,-8211,3922,5007
273,6461.724382856329,-579,-1562,-6878,-3003
274,6822.316322188528,-5408,-4555,552,-1235
275,15772.132702966965,8000,6315,777,-7706
276,10663.810669737155,8607,-445,420,-7278
277,2752.245991912787,-1506,6872,1,4569
278,8537.451610404594,-3380,51,-6372,8047
279,12139.20808784494,4256,-3707,-6442,-9444
280,5251.864145234528,3152,-4710,2251,464
281,11711.509040256085,748,-3089,4368,8049
282,8598.843701335663,-6624,3905,-9612,-4158
283,15250.624774087126,9480,-5073,-4300,1461
284,8193.068533827847,-330,-1257,-8064,-3961
285,2551.7078594541345,2567,-910,4250,-2828
286,6077.56678284986,-255,3752,-1948,9589
287,9660.668506889158,7126,-5488,9926,3758
288,7266.173477147377,-4844,-3813,-9858,-9072
289,3326.5719592397218,-8184,-6706,-4868,-6441
290,3208.6286790465488,-6573,-6006,-8706,-8403
291,4044.046488357917,-5459,7265,-7965,4091
292,8420.989253050973,1822,-695,9060,-4999
293,4147.4142546893,-205,-3502,-4148,-4788
294,8563.111642387947,-4695,6957,3725,5398
295,9486.729309936065,640,320,-8632,2327
296,16125.721968333697,-2435,8854,775,-6949
297,10976.071428339012,-9172,2134,-184,-4166
298,16556.414859503853,4076,-6884,439,9268
299,15700.95264625685,-1121,7130,-9276,-6287
300,11555.046732921508,6801,-3464,-1867,4177
301,9895.462091282045,8991,-1195,-860,-2132
302,9457.621318280828,-6172,7841,679,1321
303,12860.688628529966,-2667,3399,-5123,-9225
304,11373.380324248372,8552,7023,804,-1303
305,14953.118370426953,7431,3602,-7512,4152
306,17516.679508399986,-4108,5246,5857,-9160
307,6742.992288294567,-272,-2039,4980,-6268
308,12423.502927918518,2281,355,-7478,8043
309,8484.409761438917,-3565,-3010,1888,3490
310,19015.569647002427,-9241,-9718,5254,2590
311,18210.285802260216,9401,-969,-7029,-8822
312,2249.350350656829,7716,-3592,9580,-2333
313,14350.631658571689,-5219,4343,5446,-5259
314,10028.601198572012,6944,-2490,8823,7361
315,12785.470386340896,7731,2425,-5047,1988
316,17721.091670661826,8621,4905,-9100,4962
317,16857.282847481678,-5713,-6550,-9749,9817
318,9537.283575526104,1159,1114,-4994,8401
319,10585.38619985119,6917,-1980,477,6421
320,12548.634666767537,-9654,6903,-7408,-5443
321,3727.764611667427,-1793,-3694,-5363,-2621
322,15521.31389412636,3371,6108,3103,-9411
323,3256.9415100673823,-7075,5733,-4767,8031
324,18345.42855863553,-1647,-9936,-9604,6594
325,13947.994622883965,8324,5779,9089,-8148
326,12560.179019424842,-3630,9286,-8614,-2243
327,5628.0132373689385,-4695,6998,-8017,2455
328,5373.241107562549,-303,1360,3655,4994
329,6000.243078409408,-3116,4297,2418,6616
330,5740.456514947222,147,-8573,5832,-7777
331,16672.80624250159,-3171,9736,-763,-6762
332,21808.849786267958,9591,-4728,-7884,8320
333,4741.609958653285,-6095,840,-9219,4407
334,17948.988745887607,-7706,-5314,5488,6855
335,12996.08190956028,-6407,671,2736,-8565
336,7824.480685642978,2347,307,4484,-7220
337,3363.778381522778,-8258,1991,-9959,-911
338,1201.6409613524334,2133,3203,1798,4357
339,3967.775195244811,5479,-7625,8777,-9831
340,18128.55344477325,7182,7771,-6945,-3590
341,10812.344241652687,-8897,-6461,-5809,3901
342,6970.512176303833,8630,-681,9484,6237
343,12378.165453733442,5526,-8449,-1952,1415
344,9479.658696387756,748,9685,5593,1537
345,17956.011388947158,-4425,8454,-7606,-9218
346,12006.908552995646,-8493,6367,-3171,-4396
347,7214.7851665867365,1006,4633,2076,-2502
348,10940.71903487152,2304,2444,-8449,4462
349,14910.417331516916,-9139,-405,5500,2427
350,11051.572286331027,-2532,7128,-3137,-3907
351,4088.7631381629335,-7691,-3747,-8919,-7647
352,7535.610725083933,922,4735,-4868,9558
353,18397.652812247547,4425,9831,7710,-8271
354,12209.977313656238,-2476,-3498,7913,2917
355,10235.617470382527,-5679,-1961,1982,-8749
356,8914.06125175276,-1341,6618,-379,-2244
357,5519.5468111068685,-5951,-2554,-1992,-6400
358,6297.129504782318,-5883,6166,-179,8834
359,17580.93242692207,-3182,-9979,4801,5685
360,18668.412037449783,8030,-4411,-5428,8527
361,13902.912069059488,3651,-9345,2351,4497
362,15079.145068603857,-3399,-2840,6947,8130
363,14097.49059230046,-6064,296,8032,91
364,19212.297832378095,4592,9135,-9056,-4387
365,16794.89330123892,9321,-3149,-6875,-7594
366,16503.231501739287,-5869,-5065,2702,9038
367,12649.061981032428,9863,6989,-2737,8102
368,16163.569562445047,9535,-2547,-5640,3019
369,17006.13010064312,-8395,-4024,7811,1131
370,2806.544138259721,3853,-391,3994,-3194
371,17130.807102994302,6284,8198,-6742,-2928
372,11312.441160067972,5988,-8906,-610,283
373,12002.720524947666,8206,2835,-3664,4615
374,6951.37173513257,-7475,-3120,-663,-4505
375,11588.360755516718,3736,1705,-4701,9649
376,9847.937093625244,1561,-9540,-3970,-1392
377,17516.76582591661,9708,-4373,-6706,1744
378,15698.77377376972,-2212,-9226,-5245,6177
379,15859.928404630331,-817,-9021,5203,5652
380,9441.294932370241,8772,-3049,549,-7688
381,3386.41550905969,-2497,-703,-2840,2666
382,11245.390966969535,4863,-8028,-5874,-4685
383,15116.046374631165,-8695,7000,5872,2963
384,18063.15445873173,-6291,-3921,8394,6597
385,8489.873615078142,-3135,-2563,5192,-908
386,10513.680849255412,-6725,1462,-943,-7319
387,19674.22867611333,4601,9892,-8904,-4415
388,15113.14424598667,-9635,1131,3642,-6089
389,3690.685031264521,-2687,-4541,103,-6957
390,9320.165502822361,782,-2351,-8367,-4129
391,9207.659854707927,2795,9265,8765,2255
392,13985.645247896144,4279,-9414,-8733,-4287
393,11573.329901113162,1599,6646,-6767,-1351
394,20731.873480223632,-9541,7766,9646,-87
395,11203.04289021514,7693,-1597,996,7384
396,14981.367961571466,1476,9937,1371,-5044
397,15820.725552262134,-5787,3457,9359,-1114
398,4297.7371953156935,7219,-8630,9151,-4791
399,5866.177034491884,917,-1298,2949,-6801
400,12225.633112440435,-2144,-6450,9355,-2298
401,8155.178600128877,-4070,-6944,2117,-1631
402,15436.848933639274,-3661,-6323,4236,6941
403,5866.423101004563,-8453,7588,-3119,5146
404,4206.908722565775,2728,1219,2969,5419
405,6401.773269962004,-428,3565,5623,1475
406,7159.456473783467,-4500,-6913,-2679,11
407,21522.375565908147,-2584,-9456,8635,8911
408,10437.326190169588,3802,-377,-3645,-7690
409,12121.102260108195,-5210,-9994,-1734,1618
410,13078.560318322503,-8493,2753,3971,6715
411,11977.831606764223,7717,3495,-3570,-514
412,16724.34826831826,-7118,5640,8113,-1268
413,10903.534335251115,-3295,632,4499,8257
414,13773.638916422922,-787,-6222,5461,6053
415,6717.214899048563,-4507,-9353,-2531,-2933
416,1340.7647071727388,2701,-7501,1518,-6870
417,10141.229609864871,813,-1507,9196,4200
418,5520.219651426924,1511,-3008,-3045,109
419,5443.632794375462,-5101,2895,342,2978
420,11461.527167005277,-687,-9704,-3813,1323
421,19627.16036516745,-9853,8913,2767,-6119
422,6769.986262910731,4960,1326,6315,-5307
423,5706.154572038861,-5680,9288,-9070,4698
424,8789.54475499158,-6074,6055,-2830,-2114
425,14775.807016877285,4432,6441,4720,-8332
426,10742.743131993802,-9696,3061,-3783,-5908
427,14610.44044510637,3020,-8412,-8221,921
428,10851.302226000344,2929,-6916,-3665,1702
429,17936.726931076362,4209,1842,-9284,-9976
430,5006.626508937929,779,-4026,-1174,-8636
431,14192.11587466788,-3595,-3028,8122,4980
432,6484.561743094131,-2891,4153,-6745,9368
433,13379.172807016135,-1501,3698,-2840,-9614
434,15948.950843237308,3716,5957,7759,-9471
435,15175.580549026781,5027,3786,-3251,-8933
436,3196.712373673928,5179,400,6892,3099
437,9481.273384941498,-6558,3742,2721,1794
438,8071.9114217141905,-4291,-2502,-6018,5383
439,12722.38476072784,-6790,-1608,5667,977
440,9659.239307523134,-66,-1322,-9668,-2372
441,7500.181664466535,903,-8954,-6247,-6689
442,17336.61010693844,7833,9014,-8554,3355
443,16152.115186563027,-5566,3384,9367,-2772
444,9048.772568696817,830,6132,9612,8313
445,11714.4475755368,-2865,8721,-6694,-2350
446,11342.00070534295,3820,5822,8186,-4646
447,8549.920759866725,-2569,4349,4003,-1120
448,784.6177413237608,-4716,5524,-4104,5033
449,16621.254254718566,-9383,558,5654,-6524
450,13627.042599184902,3647,3474,-886,-9377
451,8138.6704073822775,-7820,6189,-4636,-1301
452,7254.66470624246,-7346,-5111,-2418,213
453,16966.265411103293,5567,4672,-7334,-6347
454,6904.779286841832,3482,2878,5431,-3746
455,1566.787796735729,-6705,8746,-5195,8328
456,3180.4416359996294,6922,1587,4250,-138
457,11406.547681047057,-2408,-567,8435,2974
458,3059.719758409257,-6249,-2106,-5247,785
459,4182.1288837146085,-5844,5249,-9683,3590
460,8072.207380884116,3370,-3524,-4004,-6808
461,5761.246132565419,-6174,5731,-7415,105
462,17543.6147358519,9678,8131,-2799,-4202
463,5785.686648963976,-7373,-5325,-1636,-6074
464,16321.667806936888,-3956,9482,-4302,-6836
465,11195.87370418227,2884,-2367,-5194,5385
466,8612.552525238962,6585,2744,-1409,5949
467,11692.847215285077,-3146,845,7778,5015
468,6850.159706167441,-5138,1609,1710,1781
469,8723.122606039651,3444,-6544,-5244,-7326
470,7486.94116445428,9642,5116,7690,-2112
471,13292.453874285215,-5641,8428,7648,8731
472,8174.085942782838,247,-4834,4163,2341
473,9866.334932486328,5619,197,2157,-9042
474,12874.545428868547,-2117,684,8027,-7244
475,11411.127244930713,3789,-1937,7366,8899
476,10168.916264774727,3173,-7390,906,2523
477,8961.560857350689,-8666,514,-1344,-4653
478,14592.657948434206,4677,-8574,-2894,3901
479,15844.032946191446,-6344,4258,9384,6172
480,13432.909625245009,-8317,2173,4778,-821
481,8879.453417863062,2068,-826,-5054,-6129
482,10919.324383861851,-7493,-9816,-9175,973
483,4195.083431828263,-1978,6170,-4155,9756
484,13936.90015749557,8578,-3746,3947,9399
485,17593.96171986287,3066,-9239,899,8221
486,6388.530973549397,4482,8967,9670,5239
487,18257.717409358705,-5021,-8530,8297,3959
488,7639.126258938257,8568,-3128,3533,2617
489,15714.784503772236,-3970,1929,6636,-9667
490,4833.888703724983,-972,5389,-2920,9813
491,7654.925015961946,1532,2790,7861,7096
492,11525.499555333816,-2667,-6345,8855,-6061
493,15008.207921001094,-7571,4043,1497,-7916
494,9382.225588846177,-2889,-7717,-7743,312
495,9063.478360982608,-842,6371,8210,5915
496,7530.297470883869,-6313,-8310,-6127,-782
497,19013.96707686221,-5501,6747,8099,-6541
498,4000.7764246455963,5870,-9132,5504,-5148
499,12814.548763027124,394,-4786,-74,8020
500,11694.81055853407,4435,-8327,-3528,238
501,12737.283266065806,6263,-9784,-4553,-3057
502,5887.224303523691,7292,3135,7701,-2738
503,7833.411772656918,1347,4389,-5565,703
504,5830.1143213491105,-3804,6264,2024,6421
505,3679.791434307113,-9510,-2234,-9677,1442
506,11081.209771500582,1550,-2202,-8713,1977
507,9392.01389479381,2387,-3381,9817,-9126
508,12842.397361863555,5315,4017,7394,-8656
509,12954.137910335832,-8083,2430,-2491,-9255
510,12567.499433061455,3142,6124,6163,-6075
511,11705.2554436031,9584,8370,6750,-2987
512,10337.646589045304,-8929,-588,1130,-2972
513,12937.968812761917,-9639,-9761,-2258,865
514,18494.509131090774,-5295,5613,9997,-4789
515,13107.920697044212,-7539,5746,5254,8602
516,17440.83257760363,-5047,8025,-1043,-8950
517,7913.330841055491,-8206,-264,-660,2119
518,10390.597672896396,-6855,-2482,-5501,7820
519,16635.53167169598,-8703,423,7932,290
520,13429.577245766153,7957,8542,-2550,178
521,13926.231722903363,6228,4634,-7271,8057
522,7798.608209161427,4970,3892,-2819,3505
523,7304.0550381277935,9612,-897,4060,-5643
524,13447.2773824295,5161,4833,-8126,6903
525,13070.275016234356,-6280,4206,5403,-1654
526,11529.912575557544,-4942,-1757,-4464,9763
527,16458.96144961765,3862,7357,-3372,-7427
528,9553.206634423857,-2882,4345,1132,-4324
529,4604.253794047413,-8805,-5166,-5817,-1663
530,17562.45956578975,9036,6675,-895,-7810
531,2843.9699365499628,-197,-9057,-2975,-9666
532,8388.092751037031,7551,-1149,-571,-3245
533,17911.897526504556,1674,-8454,-8219,6478
534,9915.923809711327,-2680,2222,-9732,9193
535,5506.322275348583,5959,9444,8592,4608
536,7867.87576160173,6726,-1452,-839,-3614
537,10584.472400644258,-252,-3890,-8292,2994
538,3024.6312171899567,-4963,-6993,-6500,-9598
539,7869.772550715808,-1714,5498,4868,1184
540,19109.299568534687,-2098,5422,9453,-9801
541,13255.859081930526,-1192,1256,-9622,-8974
542,13084.573092004186,-7613,5172,2724,-2850
543,13735.801287147393,-3208,-3306,8203,4340
544,10582.865254740796,6757,-6253,8946,4101
545,6678.2460272140315,7627,2997,2026,6634
546,14382.487197977964,2845,9156,-1492,-4557
547,12537.313667608385,9996,9943,-599,3240
548,7456.643346707686,4967,-5799,-2300,-4128
549,12400.996734133914,5710,4778,-2706,-4330
550,12021.693474714782,7709,8429,-624,-236
551,8835.171758375725,9130,-6373,5162,1521
552,12171.050283356815,-4702,3748,-946,-7829
553,11448.899379416347,7961,-4218,-598,3386
554,10472.383873789197,-3267,-3236,5651,-8726
555,16548.57398690292,7288,-4759,-9038,-7464
556,9033.196167470294,2517,-9827,-6515,-9680
557,13982.881426944878,-3624,4054,8539,-2844
558,8929.258087881657,-3897,643,3752,-3964
559,12622.629242752875,-9472,-5545,2903,-8033
560,8439.348316072752,3825,-3469,7675,4041
561,10910.17199681105,-1203,-7978,4555,1289
562,4034.999132589746,4318,4039,4445,8072
563,8444.819773091667,-2696,9635,670,1890
564,13644.376497297339,117,7057,8248,-3900
565,11545.012516234012,-3848,6203,7635,7398
566,11850.177931153608,651,-8251,32,3583
567,9927.245942354808,-6099,9989,-7003,103
568,14296.748336597382,8044,-3559,2277,9523
569,10171.00398190857,1319,5856,-5362,-1813
570,15895.164862309544,1319,-9184,8094,5195
571,13281.749470608154,-298,-3433,-9736,5912
572,12509.669939690655,-7016,662,5083,3841
573,6302.143127540027,-814,-298,-6446,2530
574,21744.24873386064,5647,7643,-8050,-9245
575,5109.509271936005,5372,7094,873,4672
576,8795.88597015673,-6889,-8215,-3342,-166
577,6998.2701433997245,-7014,2300,-2518,-3063
578,2969.3005910483366,-5194,649,-2269,138
579,14677.60910366535,-882,5110,3446,-8915
580,5987.851868575241,-504,-7259,4427,-3862
581,9747.608373339586,2738,-2866,-5475,2384
582,17209.182897511433,9586,-7324,5312,9346
583,20223.940516130875,-7263,-6950,8320,5941
584,6518.582668034517,-5229,-3493,-9101,1751
585,5730.691145053972,-4367,-6700,-1542,-1714
586,4597.082661862847,-7223,3850,-9211,7995
587,7641.54120580397,-8344,3402,-9280,-4182
588,15624.325905459089,1343,7298,-2811,-7764
